Node root,Node ID,Part 1,Part 2,Node Path,Translate,Node Id in UK,Node Id in DE,Node Id in FR,Node Id in IT
es-automotive,2425399031,,,"/Categorías/Piezas y repuestos para caravanas/Limpieza, almacenamiento y cuidado/Productos de limpieza","/Categories/Caravan Parts and Spares/Cleaning, Storage and Care/Cleaning Products",2486046031,2509299031,2429866031,2420803031
es-automotive,2425400031,,,/Categorías/Piezas y repuestos para caravanas/Lonas para caravanas y remolques,/Categories/Caravan Parts and Spares/Caravan and Trailer Tarpaulins,303967031,2509246031,2429860031,2420774031
es-automotive,2425401031,,,/Categorías/Piezas y repuestos para caravanas/Luces,/Categories/Caravan Parts and Spares/Lights,2486072031,2509382031,2429908031,2420779031
es-automotive,2425403031,,,/Categorías/Piezas y repuestos para caravanas/Repuestos para motor y chasis/Asistentes de maniobra y aparcamiento,/Categories/Caravan parts and spares/Engine and chassis spares/Maneuvering and parking assistants,2486050031,82629031,2429871031,2420795031
es-automotive,2425404031,,,/Categorías/Piezas y repuestos para caravanas/Repuestos para motor y chasis/Bacas,/Categories/Caravan Parts and Spares/Engine and Chassis Spare Parts/Roof Racks,303973031,82627031,2429872031,2420798031
es-automotive,2425405031,,,/Categorías/Piezas y repuestos para caravanas/Repuestos para motor y chasis/Bloques de apoyo,/Categories/Caravan parts and spares/Engine and chassis spares/Support blocks,303975031,82631031,2429869031,2420796031
es-automotive,2425406031,,,/Categorías/Piezas y repuestos para caravanas/Repuestos para motor y chasis/Cabrestantes,/Categories/Caravan Parts and Spares/Engine and Chassis Parts/Winches,303974031,82630031,2429875031,2420801031
es-automotive,2425407031,,,/Categorías/Piezas y repuestos para caravanas/Repuestos para motor y chasis/Calzos,/Categories/Caravan Parts and Spares/Engine and Chassis Spare Parts/Shims,2486051031,82625031,2429870031,2420797031
es-automotive,2425408031,,,/Categorías/Piezas y repuestos para caravanas/Repuestos para motor y chasis/Espejos exteriores,/Categories/Caravan Parts and Spares/Engine and Chassis Parts/Exterior Mirrors,303972031,82626031,2429874031,2420800031
es-automotive,2425409031,,,/Categorías/Piezas y repuestos para caravanas/Repuestos para motor y chasis/Luces de techo,/Categories/Caravan parts and spares/Engine and chassis spares/Roof lights,2486052031,82633031,2429873031,2420799031
es-automotive,2425411031,,,"/Categorías/Piezas y repuestos para caravanas/Toldos, pantallas y accesorios/Accesorios","/Categories/Caravan Parts and Spares/Awnings, Screens and Accessories/Accessories",2486042031,2509495031,2429852031,2420811031
es-automotive,2425412031,,,"/Categorías/Piezas y repuestos para caravanas/Toldos, pantallas y accesorios/Pantallas","/Categories/Caravan Parts and Spares/Awnings, Screens and Accessories/Screens",2486044031,2509494031,2429854031,2420812031
es-automotive,2425413031,,,"/Categorías/Piezas y repuestos para caravanas/Toldos, pantallas y accesorios/Toldos","/Categories/Caravan Parts and Spares/Awnings, Screens and Accessories/Awnings",2486043031,82651031,2429853031,2420813031
es-automotive,2425415031,,,/Categorías/Pinturas y accesorios de pintura/Aditivos,/Categories/Paints and painting accessories/Additives,303908031,82487031,2429833031,2421389031
es-automotive,2425416031,,,/Categorías/Pinturas y accesorios de pintura/Cintas adhesivas,/Categories/Paints and painting accessories/Adhesive tapes,2494742031,82478031,2429836031,2421397031
es-automotive,2425417031,,,/Categorías/Pinturas y accesorios de pintura/Herramientas de pintura,/Categories/Paints and painting accessories/Painting tools,303903031,82482031,2429845031,2421403031
es-automotive,2425418031,,,/Categorías/Pinturas y accesorios de pintura/Imprimadores,/Categories/Paints and painting accessories/Primers,303898031,82477031,2429834031,2421399031
es-automotive,2425419031,,,/Categorías/Pinturas y accesorios de pintura/Lacas para pinzas de frenos,/Categories/Paints and painting accessories/Brake caliper lacquers,303896031,82473031,2429840031,2421404031
es-automotive,2425420031,,,/Categorías/Pinturas y accesorios de pintura/Materiales para tareas de pintura,/Categories/Paints and painting accessories/Painting materials,303902031,82481031,2429839031,2421391031
es-automotive,2425421031,,,/Categorías/Pinturas y accesorios de pintura/Materiales de esmerilado,/Categories/Paints and painting accessories/Grinding materials,303906031,82485031,2429842031,2421396031
es-automotive,2425422031,,,/Categorías/Pinturas y accesorios de pintura/Materiales de revestimiento,/Categories/Paints and painting accessories/Coating materials,2494743031,2506384031,2429843031,2421395031
es-automotive,2425423031,,,/Categorías/Pinturas y accesorios de pintura/Pinturas en spray,/Categories/Paints and painting accessories/Spray paints,2495062031,2506486031,2429835031,2421392031
es-automotive,2425424031,,,/Categorías/Pinturas y accesorios de pintura/Pinturas para acabado,/Categories/Paints and painting accessories/Finishing paints,303897031,82476031,2429837031,2421394031
es-automotive,2425425031,,,/Categorías/Pinturas y accesorios de pintura/Pinturas para retoques,/Categories/Paints and painting accessories/Touch-up paints,2494745031,2506385031,2429846031,2421402031
es-automotive,2425426031,,,/Categorías/Pinturas y accesorios de pintura/Pistolas y accesorios de pintura,/Categories/Paints and painting accessories/Paint guns and accessories,303901031,82480031,2429847031,2421390031
es-automotive,2425427031,,,/Categorías/Pinturas y accesorios de pintura/Productos de limpieza,/Categories/Paints and painting accessories/Cleaning products,303905031,82484031,2429844031,2421393031
es-automotive,2425428031,,,/Categorías/Pinturas y accesorios de pintura/Protección para tareas de pintura,/Categories/Paints and painting accessories/Protection for painting tasks,303900031,82479031,2429848031,2421400031
es-automotive,2425429031,,,/Categorías/Pinturas y accesorios de pintura/Resina de poliéster y masilla,/Categories/Paints and painting accessories/Polyester resin and putty,303907031,82486031,2429841031,2421401031
es-automotive,2425430031,,,/Categorías/Pinturas y accesorios de pintura/Rotuladores,/Categories/Paints and painting accessories/Markers,2494744031,82483031,2429838031,2421398031
es-automotive,2425432031,,,/Categorías/Productos para aficionados/Encendedores,/Categories/Products for hobbyists/Lighters,303796031,83133031,2430163031,2420921031
es-automotive,2425433031,,,/Categorías/Productos para aficionados/Ropa/Gorras y gorros,/Categories/Products for fans/Clothing/Caps and hats,303799031,83137031,2430164031,2420924031
es-automotive,2425434031,,,/Categorías/Productos para aficionados/Insignias y emblemas,/Categories/Fan Products/Badges and Emblems,2486106031,83136031,2430162031,2420929031
es-automotive,2425435031,,,/Categorías/Productos para aficionados/Llaveros,/Categories/Products for fans/Keychains,303802031,83138031,2430168031,2420927031
es-automotive,2425436031,,,/Categorías/Productos para aficionados/Miniaturas,/Categories/Products for hobbyists/Miniatures,303798031,83132031,2430165031,2420926031
es-automotive,2425437031,,,/Categorías/Productos para aficionados/Mochilas y bolsas,/Categories/Products for fans/Backpacks and bags,303803031,83127031,2430169031,2420923031
es-automotive,2425438031,,,/Categorías/Productos para aficionados/Calcomanías y pegatinas,/Categories/Products for fans/Decals and stickers,303795031,83134031,2430161031,2420922031
es-automotive,2425439031,,,/Categorías/Productos para aficionados/Pines,/Categories/Products for fans/Pins,303800031,83135031,2430167031,2420928031
es-automotive,2425440031,,,/Categorías/Productos para aficionados/Letreros,/Categories/Products for fans/Signs,303801031,83131031,2430166031,2420925031
es-automotive,2425444031,,,/Categorías/Transporte y almacenamiento/Bacas y portaequipajes/Accesorios para portaequipajes,/Categories/Transportation and storage/Roof racks and carriers/Roof rack accessories,303954031,82569031,2430183031,2420826031
es-automotive,2425445031,,,/Categorías/Transporte y almacenamiento/Bacas y portaequipajes/Portabicicletas,/Categories/Transport and storage/Roof racks and luggage carriers/Bicycle carriers,303956031,82572031,2430187031,2420829031
es-automotive,2425446031,,,/Categorías/Transporte y almacenamiento/Bacas y portaequipajes/Bacas,/Categories/Transport and storage/Roof racks and luggage carriers/Roof racks,303955031,82571031,2430185031,2420828031
es-automotive,2425447031,,,/Categorías/Transporte y almacenamiento/Bacas y portaequipajes/Portaequipajes,/Categories/Transport and storage/Roof racks and carriers/Roof racks,303953031,82568031,2430184031,2420827031
es-automotive,2425448031,,,/Categorías/Transporte y almacenamiento/Bacas y portaequipajes/Portaesquís,/Categories/Transport and storage/Roof racks and luggage carriers/Ski carriers,303957031,82573031,2430186031,2420830031
es-automotive,2425449031,,,/Categorías/Transporte y almacenamiento/Banderines indicadores,/Categories/Transport and storage/Indicator flags,303948031,82550031,2430181031,2420815031
es-automotive,2425450031,,,/Categorías/Transporte y almacenamiento/Cables y adaptadores,/Categories/Transport and storage/Cables and adapters,303945031,82549031,2430180031,2420816031
es-automotive,2425452031,,,/Categorías/Transporte y almacenamiento/Enganches de remolque y accesorios/Accesorios universales,/Categories/Transport and storage/Tow hitches and accessories/Universal accessories,303951031,82561031,2430173031,2420819031
es-automotive,2425453031,,,/Categorías/Transporte y almacenamiento/Enganches de remolque y accesorios/Candados para enganches de remolque,/Categories/Transport and storage/Tow hitches and accessories/Tow hitch locks,2492327031,2507631031,2430174031,2420821031
es-automotive,2425454031,,,/Categorías/Transporte y almacenamiento/Enganches de remolque y accesorios/Enganches de bola,/Categories/Transport and storage/Tow hitches and accessories/Ball hitches,303952031,82560031,2430176031,2420822031
es-automotive,2425455031,,,/Categorías/Transporte y almacenamiento/Enganches de remolque y accesorios/Enganches de remolque,/Categories/Transport and storage/Tow hitches and accessories/Tow hitches,303949031,82558031,2430175031,2420823031
es-automotive,2425456031,,,/Categorías/Transporte y almacenamiento/Enganches de remolque y accesorios/Fundas para remolque,/Categories/Transport and storage/Tow hitches and accessories/Tow cover,426377031,426378031,2430178031,2420820031
es-automotive,2425457031,,,/Categorías/Transporte y almacenamiento/Enganches de remolque y accesorios/Sistemas eléctricos,/Categories/Transportation and storage/Tow hitches and accessories/Electrical systems,303950031,82559031,2430177031,2420824031
es-automotive,2425458031,,,/Categorías/Transporte y almacenamiento/Pulpos para baca,/Categories/Transport and storage/Roof straps,114882031,82566031,2430179031,2420817031
es-automotive,2425459031,,,/Categorías/Transporte y almacenamiento/Rampas de carga,/Categories/Transportation and storage/Loading ramps,2492326031,2507665031,2430192031,2420835031
es-automotive,2425460031,,,/Categorías/Transporte y almacenamiento/Remolques,/Categories/Transport and storage/Trailers,303941031,82548031,2430193031,2420836031
es-automotive,2425462031,,,/Categorías/Transporte y almacenamiento/Vallas traseras y accesorios/Accesorios,/Categories/Transport and storage/Rear fences and accessories/Accessories,303960031,82565031,2430189031,2420832031
es-automotive,2425463031,,,/Categorías/Transporte y almacenamiento/Vallas traseras y accesorios/Vallas de acoplamiento,/Categories/Transport and storage/Rear fences and accessories/Coupling fences,303959031,82564031,2430191031,2420833031
es-automotive,2425464031,,,/Categorías/Transporte y almacenamiento/Vallas traseras y accesorios/Vallas traseras,/Categories/Transport and storage/Rear fences and accessories/Rear fences,303958031,82563031,2430190031,2420834031
es-automotive,2430979031,,,/Categorías/Transporte y almacenamiento/Accesorios para viajar con perros/Vallas,/Categories/Transport and storage/Accessories for traveling with dogs/Fences,,82555031,2036690031,2427247031
es-automotive,2430980031,,,/Categorías/Transporte y almacenamiento/Accesorios para viajar con perros/Capazos,/Categories/Transport and storage/Accessories for traveling with dogs/Carrycots,,,2036691031,2427248031
es-automotive,2430981031,,,/Categorías/Transporte y almacenamiento/Accesorios para viajar con perros/Protectores de tapicería,/Categories/Transport and storage/Accessories for traveling with dogs/Upholstery protectors,,82556031,2036692031,2427249031
es-automotive,2430982031,,,/Categorías/Transporte y almacenamiento/Accesorios para viajar con perros/Arneses de seguridad,/Categories/Transport and storage/Accessories for traveling with dogs/Safety harnesses,,2497416031,2036707031,2427250031
es-automotive,2430983031,,,/Categorías/Transporte y almacenamiento/Accesorios para viajar con perros/Rampas de para perros,/Categories/Transport and storage/Accessories for traveling with dogs/Dog ramps,,82554031,2036693031,2427251031
es-automotive,2525987031,,,/Categorías/Accesorios para coche/Asistencia en carretera/Kits de emergencia,/Categories/Car Accessories/Roadside Assistance/Emergency Kits,2533165031,2533226031,2525975031,2525978031
es-automotive,2665541031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Piezas del motor/Escurridores de aceite,/Categories/Car Parts/Engines and Engine Parts/Engine Parts/Oil Drains,2665537031,2502036031,2430196031,2665604031
es-automotive,2848845031,,,/Categorías/Herramientas para coche/Herramientas y equipos de motor/Llaves de bujías,/Categories/Car Tools/Engine Tools & Equipment/Spark Plug Wrenches,2846593031,2846389031,2846595031,2848830031
es-automotive,3514243031,,,/Categorías/Cuidado de coche y moto/Cuidado de la pintura/Pulidoras,/Categories/Car and motorcycle care/Paint care/Polishers,3514007031,3514005031,3514063031,3514216031
es-automotive,5029333031,,,/Categorías/Cuidado de coche y moto/Kits de restauración de faros,/Categories/Car and motorcycle care/Headlight restoration kits,4919953031,4933111031,5121289031,5062876031
es-automotive,5029334031,,,/Categorías/Accesorios para coche/Productos de invierno/Cadenas de nieve textiles,/Categories/Car Accessories/Winter Products/Textile Snow Chains,4919954031,4933112031,5121290031,5062877031
es-automotive,5029335031,,,/Categorías/Piezas para coche/Baterías y accesorios/Interruptores de batería,/Categories/Car Parts/Batteries and Accessories/Battery Switches,4919955031,4933113031,5120978031,5062878031
es-automotive,5029336031,,,/Categorías/Piezas para coche/Baterías y accesorios/Terminales,/Categories/Car Parts/Batteries and Accessories/Terminals,4919956031,4933114031,5120979031,5062879031
es-automotive,5029337031,,,/Categorías/Piezas para coche/Correas y tensores/Brazos tensores,/Categories/Car Parts/Belts and Tensioners/Tensioner Arms,4919957031,4933115031,5120980031,5062880031
es-automotive,5029338031,,,/Categorías/Piezas para coche/Correas y tensores/Poleas tensoras,/Categories/Car Parts/Belts and Tensioners/Tensioner Pulleys,4919958031,4933116031,5120981031,5062881031
es-automotive,5029339031,,,"/Categorías/Piezas para coche/Frenos/Mangueras de freno, líneas y conexiones/Mangueras","/Categories/Car Parts/Brakes/Brake Hoses, Lines and Fittings/Hoses",4919959031,4933117031,5120983031,5062883031
es-automotive,5029340031,,,"/Categorías/Piezas para coche/Frenos/Mangueras de freno, líneas y conexiones/Líneas","/Categories/Car Parts/Brakes/Brake Hoses, Lines and Fittings/Lines",4919960031,4933118031,5120984031,5062884031
es-automotive,5029341031,,,"/Categorías/Piezas para coche/Frenos/Mangueras de freno, líneas y conexiones/Montajes","/Categories/Car Parts/Brakes/Brake Hoses, Lines & Fittings/Assemblies",4919961031,4933119031,5120982031,5062882031
es-automotive,5029342031,,,/Categorías/Piezas para coche/Frenos/Kits de montaje de pastillas de freno,/Categories/Car Parts/Brakes/Brake Pad Mounting Kits,4919962031,4933120031,5120985031,5062885031
es-automotive,5029343031,,,/Categorías/Piezas para coche/Frenos/Regulador de la fuerza de frenado,/Categories/Car Parts/Brakes/Brake Force Regulator,4919963031,4933121031,5120986031,5062886031
es-automotive,5029344031,,,/Categorías/Piezas para coche/Frenos/Calibradores y piezas/Tornillos de pinzas y pasadores guía,/Categories/Car Parts/Brakes/Calipers and Parts/Caliper Bolts and Guide Pins,4919964031,4933122031,5120987031,5062887031
es-automotive,5029345031,,,/Categorías/Piezas para coche/Frenos/Calibradores y piezas/Soportes de pinzas de freno,/Categories/Car Parts/Brakes/Calipers and Parts/Brake Caliper Mounts,4919965031,4933123031,5120988031,5062888031
es-automotive,5029346031,,,/Categorías/Piezas para coche/Frenos/Calibradores y piezas/Pinzas de pistones,/Categories/Car Parts/Brakes/Calipers and Parts/Piston Calipers,4919966031,4933124031,5120989031,5062889031
es-automotive,5029348031,,,/Categorías/Piezas para coche/Frenos/Calibradores y piezas/Pinzas/Pares de pinzas,/Categories/Car Parts/Brakes/Calipers and Parts/Calipers/Pairs of Calipers,4919968031,4933126031,5120991031,5062891031
es-automotive,5029349031,,,/Categorías/Piezas para coche/Frenos/Calibradores y piezas/Pinzas/Pinzas con almohadillas,/Categories/Car Parts/Brakes/Calipers and Parts/Calipers/Calipers with Pads,4919969031,4933127031,5120992031,5062892031
es-automotive,5029350031,,,/Categorías/Piezas para coche/Frenos/Calibradores y piezas/Pinzas/Pinzas sin almohadillas,/Categories/Car Parts/Brakes/Calipers and Parts/Calipers/Padless Calipers,4919970031,4933128031,5120993031,5062893031
es-automotive,5029351031,,,/Categorías/Piezas para coche/Frenos/Kits de reparación del cilindro maestro,/Categories/Car Parts/Brakes/Master Cylinder Repair Kits,4919971031,4933129031,5121001031,5062901031
es-automotive,5029352031,,,/Categorías/Piezas para coche/Frenos/Cilindros maestros,/Categories/Car Parts/Brakes/Master Cylinders,4919972031,4933130031,5121002031,5062902031
es-automotive,5029354031,,,/Categorías/Piezas para coche/Frenos/Componentes del freno de mano/Cables de freno de mano,/Categories/Car Parts/Brakes/Handbrake Components/Handbrake Cables,4919974031,4933132031,5120995031,5062895031
es-automotive,5029355031,,,/Categorías/Piezas para coche/Frenos/Componentes del freno de mano/Muelles de retorno del freno de mano,/Categories/Car Parts/Brakes/Handbrake Components/Handbrake Return Springs,4919975031,4933133031,5120996031,5062896031
es-automotive,5029356031,,,/Categorías/Piezas para coche/Frenos/Componentes del freno de mano/Palancas del freno de mano,/Categories/Car Parts/Brakes/Handbrake Components/Handbrake Levers,4919976031,4933134031,5120997031,5062897031
es-automotive,5029357031,,,/Categorías/Piezas para coche/Frenos/Componentes del freno de mano/Zapatas del freno de mano,/Categories/Car Parts/Brakes/Handbrake Components/Handbrake Shoes,4919977031,4933135031,5120998031,5062898031
es-automotive,5029358031,,,/Categorías/Piezas para coche/Frenos/Componentes del freno de mano/Sistemas de freno de mano,/Categories/Car Parts/Brakes/Handbrake Components/Handbrake Systems,4919978031,4933136031,5120999031,5062899031
es-automotive,5029359031,,,/Categorías/Piezas para coche/Frenos/Componentes del freno de mano/Retenes del freno de mano,/Categories/Car Parts/Brakes/Handbrake Components/Handbrake Seals,4919979031,4933137031,5121000031,5062900031
es-automotive,5029360031,,,/Categorías/Piezas para coche/Frenos/Sensores/Indicadores de desgaste de las pastillas de freno,/Categories/Car Parts/Brakes/Sensors/Brake Pad Wear Indicators,4919980031,4933138031,5121003031,5062903031
es-automotive,5029361031,,,/Categorías/Piezas para coche/Frenos/Sensores/Posición del pedal de freno,/Categories/Car Parts/Brakes/Sensors/Brake Pedal Position,4919981031,4933139031,5121004031,5062904031
es-automotive,5029362031,,,/Categorías/Piezas para coche/Frenos/Sensores/Presión de frenos,/Categories/Car Parts/Brakes/Sensors/Brake Pressure,4919982031,4933140031,5121005031,5062905031
es-automotive,5029363031,,,/Categorías/Piezas para coche/Frenos/Kits de reparación del cilindro de las ruedas,/Categories/Car Parts/Brakes/Wheel Cylinder Repair Kits,4919983031,4933141031,5121006031,5062906031
es-automotive,5029364031,,,/Categorías/Piezas para coche/Frenos/Cilindro de freno de las ruedas,/Categories/Car Parts/Brakes/Wheel Brake Cylinder,4919984031,4933142031,5121007031,5062907031
es-automotive,5029365031,,,/Categorías/Piezas para coche/Embellecedores y accesorios para carrocería/Resortes de gas para capó,/Categories/Car Parts/Body Trim and Accessories/Hood Gas Springs,4919985031,4933143031,5121009031,5063136031
es-automotive,5029366031,,,/Categorías/Piezas para coche/Embellecedores y accesorios para carrocería/Resortes de gas para maletero,/Categories/Car Parts/Body Trim and Accessories/Trunk Gas Springs,4919986031,4933144031,5121010031,5063137031
es-automotive,5029367031,,,/Categorías/Piezas para coche/Embellecedores y accesorios para carrocería/Tiradores exteriores,/Categories/Car Parts/Body Trim and Accessories/Exterior Handles,4919988031,4933146031,5121011031,5063138031
es-automotive,5029369031,,,/Categorías/Piezas para coche/Embellecedores y accesorios para carrocería/Espejos retrovisores y partes de repuesto/Retrovisores de ángulo muerto,/Categories/Car Parts/Body Trim and Accessories/Rearview Mirrors and Replacement Parts/Blind Spot Mirrors,4919989031,4933148031,5121015031,5063142031
es-automotive,5029370031,,,/Categorías/Piezas para coche/Embellecedores y accesorios para carrocería/Espejos retrovisores y partes de repuesto/Espejos para retrovisor,/Categories/Car Parts/Body Trim and Accessories/Rearview Mirrors and Replacement Parts/Rearview Mirrors,4919990031,4933151031,5121016031,5063143031
es-automotive,5029371031,,,/Categorías/Piezas para coche/Embellecedores y accesorios para carrocería/Tapón del tanque de combustible,/Categories/Car Parts/Body Trim and Accessories/Fuel Tank Cap,4919991031,4933152031,5121012031,5063139031
es-automotive,5029373031,,,/Categorías/Piezas para coche/Tracción y transmisión/Embragues/Cables de embrague,/Categories/Car Parts/Drivetrain and Transmission/Clutches/Clutch Cables,4919995031,4951708031,5121017031,5063145031
es-automotive,5029374031,,,/Categorías/Piezas para coche/Tracción y transmisión/Embragues/Placas de presión del embrague,/Categories/Car Parts/Drivetrain and Transmission/Clutches/Clutch Pressure Plates,4919996031,4951709031,5121018031,5063146031
es-automotive,5029375031,,,/Categorías/Piezas para coche/Tracción y transmisión/Embragues/Mangueras,/Categories/Car Parts/Drivetrain and Transmission/Clutches/Hoses,4919997031,4951710031,5121019031,5063147031
es-automotive,5029376031,,,/Categorías/Piezas para coche/Tracción y transmisión/Embragues/Kits de cilindro maestro,/Categories/Car Parts/Drivetrain and Transmission/Clutches/Master Cylinder Kits,4919998031,4951711031,5121020031,5063148031
es-automotive,5029377031,,,/Categorías/Piezas para coche/Tracción y transmisión/Embragues/Cilindros maestros,/Categories/Car Parts/Traction and Transmission/Clutches/Master Cylinders,4919999031,4951712031,5121021031,5063149031
es-automotive,5029378031,,,/Categorías/Piezas para coche/Tracción y transmisión/Embragues/Kis de cilindros esclavos,/Categories/Car Parts/Traction and Transmission/Clutches/Slave Cylinder Kits,4920000031,4951713031,5121022031,5063150031
es-automotive,5029379031,,,/Categorías/Piezas para coche/Tracción y transmisión/Embragues/Cilindros esclavos,/Categories/Car Parts/Traction and Transmission/Clutches/Slave Cylinders,4920001031,4951714031,5121023031,5063151031
es-automotive,5029380031,,,/Categorías/Piezas para coche/Tracción y transmisión/Árboles de transmisión y accesorios/Set de bajos,/Categories/Car Parts/Drivetrain and Transmission/Driveshafts and Accessories/Underbody Kit,4920002031,4951715031,5121024031,5063152031
es-automotive,5029381031,,,/Categorías/Piezas para coche/Tracción y transmisión/Árboles de transmisión y accesorios/Árboles de transmisión,/Categories/Car Parts/Drivetrain and Transmission/Driveshafts and Accessories/Driveshafts,4920003031,4951716031,5121025031,5063153031
es-automotive,5029382031,,,/Categorías/Piezas para coche/Tracción y transmisión/Árboles de transmisión y accesorios/Bases de la caja de cambios,/Categories/Car Parts/Drivetrain and Transmission/Driveshafts and Accessories/Gearbox Mounts,4920004031,4951717031,5121026031,5063154031
es-automotive,5029383031,,,/Categorías/Piezas para coche/Tracción y transmisión/Árboles de transmisión y accesorios/Sensores de la caja de cambios,/Categories/Car Parts/Drivetrain and Transmission/Driveshafts and Accessories/Gearbox Sensors,4920005031,4951718031,5121027031,5063155031
es-automotive,5029384031,,,/Categorías/Piezas para coche/Tracción y transmisión/Árboles de transmisión y accesorios/Kits de articulaciones,/Categories/Car Parts/Drivetrain and Transmission/Driveshafts and Accessories/Joint Kits,4920006031,4951719031,5121028031,5063156031
es-automotive,5029385031,,,/Categorías/Piezas para coche/Tracción y transmisión/Árboles de transmisión y accesorios/Articulaciones,/Categories/Car Parts/Drivetrain and Transmission/Driveshafts and Accessories/Joints,4920007031,4951720031,5121029031,5063157031
es-automotive,5029388031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Compresores,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Compressors,4920008031,4951737031,5121047031,5063171031
es-automotive,5029389031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Sensores de nivel de líquido refrigerante,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Coolant Level Sensors,4920009031,4951738031,5121048031,5063172031
es-automotive,5029390031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Ventiladores de motor,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Engine Fans,4920010031,4951739031,5121049031,5063173031
es-automotive,5029391031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Válvulas de expansión,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Expansion Valves,4920011031,4951740031,5121050031,5063174031
es-automotive,5029392031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Conectores,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Connectors,4920012031,4951741031,5121051031,5063175031
es-automotive,5029393031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Calefacción central,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Central Heating,4920013031,4951742031,5121052031,5063176031
es-automotive,5029394031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Intercoolers,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Intercoolers,4920014031,4951743031,5121053031,5063177031
es-automotive,5029395031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Líneas y mangueras de presión,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Pressure Lines and Hoses,4920015031,4951744031,5121054031,5063178031
es-automotive,5029397031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Radiadores y piezas/Ventilador del embrague,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Radiators and Parts/Clutch Fan,4920017031,4951746031,5121056031,5063180031
es-automotive,5029398031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Radiadores y piezas/Ventiladores del radiador,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Radiators and Parts/Radiator Fans,4920018031,4951747031,5121057031,5063181031
es-automotive,5029399031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Radiadores y piezas/Mangueras del radiador,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Radiators and Parts/Radiator Hoses,4920019031,4951748031,5121058031,5063182031
es-automotive,5029400031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Radiadores y piezas/Radiadores,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Radiators and Parts/Radiators,4920020031,4951749031,5121059031,5063183031
es-automotive,5029401031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Termostatos,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Thermostats,4920021031,4951750031,5121060031,5063184031
es-automotive,5029402031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Bombas de agua y accesorios,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Water Pumps and Accessories,4920022031,4958738031,5121061031,5063185031
es-automotive,5029403031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Refrigeración y calentamiento del motor de coche/Bombas de agua,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Car Engine Cooling and Heating/Water Pumps,4920023031,4951751031,5121062031,5063186031
es-automotive,5029405031,,,/Categorías/Piezas para coche/Motores y piezas del motor/Sistemas de refrigeración/Aire acondicionado y calefacción interior/Acumuladores,/Categories/Car Parts/Engines and Engine Parts/Cooling Systems/Air Conditioning and Interior Heating/Accumulators,4920024031,4951726031,5121035031,5063161031
